duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0.6662869164580841,0.5777402301585935,0.2486440213561266,0.0392799420886045,0.1513313057145764,0.4415034017962479,0.9962574121763283,0.7394210690767763,0.0424056948457055,0.2440363385721914,0.3991085647527783,0.686254640706339,0.7960675238059111,0.3788384842828942,0.4199583209436169,0.7898368905840221,0.860530984957152,0.2821856387749999,0.182133049128097,0.8298881756640638,0.7741498909319778,0.7371038102405169,0.9079845004991682,0.8127499252213204,0.5003965657549345,0.9518020857410356,0.2417325191168449,0.7532724649661606,0.0225636094256255,0.2214993199740221,0.2221206663709249,0.2509699118734085,0.2236722364984735,0.3368169173163882,0.5464930028411282,0.529455634246208,0.5911247519808865,0.470903673376616,0.5395933195555402,0.5187948376619711,0.616669416559072,1
0.1430139609758356,0.7292353660765358,0.5399827351531867,0.4859972148426671,0.0554358803436859,0.2918916709017621,0.1439442622464198,0.8583317268792279,0.3042424796947772,0.9010815519857746,0.515481477027177,0.971067348418486,0.2504572198463666,0.8161861672781264,0.2391693102188872,0.6192875433192537,0.7616442011533998,0.3557107075585858,0.9596780509105808,0.4913846667209038,0.8677446485405725,0.8744036542010385,0.1346760819975221,0.3236301145034422,0.5955819864045074,0.1057306142430699,0.6882561277939236,0.4352147035287231,0.2069148590866639,0.719576379515674,0.4356508694944427,0.9243476942018378,0.6102183174423794,0.7559732876726349,0.7138205018938777,0.6883121502598207,0.3116097876921645,0.2469234296101723,0.6001868045121924,0.1532571662563807,0.6763710453648392,0
0.4018129505026641,0.1013889832310543,0.9614989880338892,0.3670406117287517,0.1339350241154567,0.567279754958461,0.0804314874999774,0.8757945624221155,0.603444840698712,0.2357402350959453,0.6441420980905004,0.4501097018473727,0.979410587745838,0.7602506493737565,0.7486428921515699,0.9648602850657928,0.9605298712356336,0.2864141156063232,0.2191146789174822,0.5766068645542775,0.3905126444554772,0.6628419588509147,0.0895036530869852,0.3950155215095572,0.7483947646318327,0.1315934232972628,0.8902623193640471,0.8794930377984562,0.4916154265342105,0.2317204650371708,0.6737788461985034,0.8546354082358132,0.0772471392643897,0.5198665160358936,0.7167836858292204,0.5353502922067226,0.7114653898055175,0.8611309804908874,0.1223574544618323,0.5783718583257047,0.5113153739236131,1
0.8872781566398679,0.1680086793658881,0.660707925275099,0.656650804387313,0.6148793153304613,0.4002501977302349,0.853976862495553,0.9072673952336946,0.4694518443680773,0.9982420716586996,0.0840392350866342,0.8823760608022874,0.7663677259034991,0.9897225865001308,0.1453833701552455,0.4005231125672626,0.922133088523579,0.0251588110837488,0.40295914852088,0.688398505775202,0.477551724902183,0.409202848176873,0.1312024214850051,0.7750422254237189,0.4874909958593917,0.6933102243347714,0.0175644978393313,0.8972267941677811,0.6487485194734934,0.5105191566857165,0.0004754272075536,0.7757520582323351,0.0546514747045927,0.4651108313650014,0.4252848836659785,0.8479064418444149,0.1243415347403144,0.096678017360553,0.0268639832495041,0.5746633010368359,0.2266571394237891,1
0.3601086311741124,0.2742578153205629,0.0641145349830354,0.3534989979051606,0.5310299128782483,0.5398460532630975,0.0013811796697774,0.8979878146230331,0.3502721480937846,0.5974177332087274,0.4452922864848985,0.2471193576980328,0.0861460734646261,0.5865564081477207,0.8131791954051709,0.93684287989917,0.6519657484437302,0.0822019289561274,0.3989886892385057,0.5576997292185463,0.6723979352363544,0.3114001981835165,0.687506796506972,0.9389114712859722,0.0146639852254251,0.9420513029674552,0.1033029843055748,0.8623036322025618,0.8112381164188177,0.6244446160528351,0.3278061881741748,0.7519359937442054,0.1183148209815652,0.5514585824848088,0.1664965065400563,0.943282754659678,0.3720732244773994,0.0514070911498494,0.9839866898358938,0.4560508554360096,0.7462218402052017,1
0.8502740089952354,0.94159923198175,0.924617723644998,0.3431961899981482,0.7291476628060066,0.7594844897495359,0.8860224748561036,0.92035041684564,0.6539957659806368,0.4019124976976411,0.1577132878515743,0.3381856159176618,0.3533477904752081,0.1195583140393267,0.69232466439598,0.2250645384136501,0.3699763086581655,0.7865248341574784,0.3345450039535008,0.364988912030139,0.2560097067422372,0.2752183541785928,0.992323020307082,0.1258863292776225,0.7045941031928485,0.4871787479591234,0.334697368315245,0.9540234157845466,0.8169677163190775,0.0796852844313106,0.0998909159393893,0.2502074083649479,0.0564051226028141,0.6258847559259274,0.6364306598652454,0.7100880602383309,0.0227873599019603,0.8022846595024032,0.97938049785046,0.6611698207403149,0.7628820706655615,1
0.7356200137369054,0.145130004572118,0.2058548909941289,0.9664031072854294,0.4850852100340862,0.8006481713439626,0.9658874893191112,0.2847658733722971,0.0973950168441457,0.0420206082539558,0.8197773004570431,0.2671685369074579,0.4462281134774749,0.2729621126967299,0.4007649422045828,0.8587411204673597,0.9009380816010516,0.2214963768119874,0.8452955561380546,0.5442115825673625,0.9455147444021892,0.2655353685361832,0.8785194523696455,0.5372176954269373,0.8756633373395044,0.8580166790827539,0.736315204844242,0.9636103189726988,0.1995923951327486,0.7439881891802896,0.7208760274583755,0.584900024761661,0.3726959818709361,0.2939249923014972,0.9310009342655764,0.7893719439804677,0.3324316026805213,0.7320958631014416,0.9531774505234982,0.4359121048098719,0.2469681529209827,1
0.1835252870597055,0.5596967332775384,0.0842211987846497,0.780539541336269,0.5266657814350405,0.03471356804496,0.4699960957001908,0.1079609508505771,0.0314054654049271,0.3536102908691103,0.2660648883449289,0.5174455633076082,0.4630365871196236,0.9554392190898954,0.8778398163873825,0.658941806896059,0.402704383280853,0.7211127597505912,0.7692115782513498,0.9110703392596003,0.3158336573583876,0.6605587189477228,0.477613382149757,0.2169349717178516,0.5103010113353894,0.6947270903296783,0.0658808390032397,0.1566614462388759,0.437312797152922,0.2881282136147355,0.6633857148726594,0.4556126415705623,0.3802804648247742,0.6514775007872681,0.2650229146226918,0.504155695762012,0.3827701127714485,0.6516093497830715,0.0929129005830262,0.6585859336119796,0.7899362844265266,1
0.2303285163950043,0.4033268173369033,0.9830542865941256,0.1656646256094119,0.7513901383424954,0.4817123106753154,0.0402173814616758,0.8363132118625123,0.1862956203506059,0.0175840681732992,0.0651824329762387,0.6916809543696503,0.1778561675115704,0.9078307587675694,0.5784743648659,0.905060341220968,0.0958519904645612,0.8246236990847363,0.1356153779703802,0.6648295832532732,0.4219413768987411,0.1710039013429112,0.3244491467006165,0.3391636104773557,0.9077040303557724,0.7974106099695885,0.6705949169083346,0.6581440971429254,0.3531374908036873,0.8926297083435732,0.3982663816638037,0.9401935673564557,0.0098099344771547,0.5499015270631158,0.9115558904854708,0.4600572347264197,0.5705454649586269,0.5558007190431689,0.1661116709993058,0.8960887347855513,0.654718378331056,0
0.9977184138923249,0.0186899937274043,0.0401270777258306,0.548870707878025,0.6978071049008043,0.6491231046454888,0.4983753110649397,0.4730835041717177,0.1620624812393087,0.856360152025422,0.149561106059068,0.1347279612485354,0.6709187071464332,0.2703948382958797,0.4500806802463947,0.6724803300811983,0.572639120852532,0.8137420169039654,0.6948791251680134,0.410433214488359,0.935602996395372,0.2464182076913894,0.3483275583903755,0.5266004526742288,0.3027255749665632,0.3843498571219261,0.9153282268711956,0.7589808624827623,0.1245360534703059,0.0215126330911796,0.1263652134439551,0.966385100228667,0.4454214196038252,0.6866086180963523,0.8721612518935723,0.2955481741285507,0.4674464141037115,0.1116274572510537,0.8512064455673094,0.051675719098237,0.5759206272841564,1
0.7533756276099223,0.1223461669547099,0.1644468623089957,0.1750931468790904,0.4738021620369838,0.5413465043326193,0.2558996249222542,0.2027411114290683,0.2547648111229729,0.6753788490644159,0.2424188593746277,0.6688703270868204,0.003971968488589,0.9942516132900332,0.783112005430894,0.7328513879095877,0.8721871275523013,0.636344317734962,0.4100764834119685,0.3250051496950291,0.0195831502636226,0.8139270475579893,0.0170627152685228,0.1062592141565971,0.1523990073739961,0.115196153293653,0.3299525096410224,0.5302730089985529,0.1985763849711381,0.08912396740339,0.9814657920614216,0.5499684892982509,0.3858798101082522,0.8142787169210092,0.6380072363201326,0.8662701444537793,0.4608984272797091,0.8379914089148419,0.0260462528635176,0.5368321966757533,0.4680083438928027,1
0.1126365573826696,0.1785766973921079,0.0883731746472435,0.9353791983044388,0.5875793344950305,0.8365563540324239,0.3422019760425399,0.3077454418436803,0.4665601906612711,0.3157145727363641,0.2819451709297854,0.450654160263395,0.4647286830146481,0.2737935582869534,0.4514691344212896,0.3315688068610671,0.6046751164796479,0.9749797714373174,0.5323119797455864,0.2861932884620404,0.7727768562489541,0.3946856031268818,0.2681017737595337,0.5018717318454091,0.6973845478910334,0.7254271739792096,0.6407672069114768,0.7670330028959147,0.3829325116525967,0.1254996168328663,0.6922665807332162,0.5472899910197688,0.6400043277369055,0.2084746845307953,0.108916733009502,0.0153627852976272,0.4754504631257409,0.2215293244297237,0.1741646677835087,0.9685034742449278,0.8759710553144885,1
0.958828835036778,0.5290252902891459,0.8784782616614669,0.36257700359042,0.2884887602645812,0.4714469063961534,0.2689834692468221,0.0419282149784757,0.4832979550948239,0.0721851082157305,0.7354098562319662,0.2134363506750946,0.6454637694412761,0.8436294753629552,0.2864115435237694,0.6674850340645135,0.7938789758211453,0.0412975593471685,0.8944150323810546,0.584105489010286,0.5543107238733694,0.3218301622139472,0.8214018682765631,0.0620891771825857,0.0956685624931666,0.3238761093218371,0.5339307336807989,0.6495851806875096,0.9802939963824996,0.3250608855067418,0.8505029582022158,0.4685823240036697,0.4476031932724877,0.0658415161862638,0.5315926227739406,0.5875497763861759,0.4325139812114036,0.2156580157901761,0.4309746896516401,0.7951932093622812,0.1912100413968411,1
0.8254600241679296,0.2556222448958696,0.2033888419317253,0.3449728845963837,0.34061943185497,0.4224463702939312,0.8507797091362318,0.9985700823504844,0.4546173221782309,0.8981812575423189,0.5310525691125195,0.2309897387021022,0.3647964503937686,0.2580950621607722,0.7592611957028098,0.1769374644841864,0.1728350005154318,0.913961336708928,0.8614155097253986,0.4274540002450995,0.8256047812133713,0.2276188281243182,0.1883791478689275,0.930635329582364,0.613045378951646,0.2875437273478091,0.9473281506945368,0.0478721389335438,0.0104701378251632,0.8948234639583795,0.0438301914610145,0.7384792357971477,0.2884481944306589,0.0613914576748225,0.7096932029999299,0.6505815179466722,0.4281943159701062,0.0229722897043062,0.455737002512311,0.4283327239275344,0.5652803182491012,1
